pi,ll,ss_standing,ss_sitting,pt_standing,cup_anteversion,cup_inclination,femoral_version,conf_fv,conf_overall,total,d_delta_ss_stiff,d_delta_ss_hyper,d_pi_ll_mismatch,d_comb_vers_oob,d_low_sit_av_stiff,d_low_sit_av_hyper,d_high_sit_av_stiff,d_mob_stiff,d_mob_hyper,d_deep_flex,d_sit_to_stand,d_uncert_fv,d_uncert_overall,category
43.36874507266593,28.150440654930247,27.752066943902896,15.280889929469936,20.24122790380796,26.260439485502843,33.949911376065636,-3.4860578741433983,0.8784507330499498,0.36490633637345654,35,0,0,15,14,0,0,0,0,0,0,0,0,6,WATCH
58.33348467806029,46.43926119324933,40.83615630652297,48.13900695442814,21.19569700473838,43.81351948116105,55.49735791720546,-2.820779241023075,0.4688283171577108,0.5413418951406194,63,20,0,15,0,0,0,0,10,0,0,0,12,6,HIGH
50.448436980208534,48.709658421538684,25.463068480335245,8.34071086682594,9.069497868403978,30.24104009457384,49.08439645836659,58.08933920322316,0.4416908037452698,0.5750014062998865,32,0,0,0,14,0,0,0,0,0,0,0,12,6,WATCH
87.70403736603893,58.30061198658865,41.652533616990866,27.378763084080816,-6.224480993187172,40.201821396715964,46.892682539528764,25.733392634242726,0.6776502403252898,0.5743399451247782,47,0,0,15,14,0,0,0,0,0,0,0,12,6,WATCH
41.55320493845803,62.872538973413896,37.930538299274794,-2.9636280626467815,9.954724988608163,41.787163720027465,38.0863096539302,13.0586406340459,0.7367727861385249,0.8611723626711176,61,0,18,15,0,0,0,0,0,8,4,4,12,0,HIGH
68.44997265080629,69.50383117860625,20.128676416831425,50.475553199118934,35.1960966205693,23.361686396351452,46.86597832255204,-2.9749559838878596,0.6135632065869723,0.4418923526438686,78,20,0,0,14,16,0,0,10,0,0,0,12,6,HIGH
26.428484131166268,78.66321476889368,26.66159320695923,30.586498533870113,5.012519176893152,16.67797290946957,38.921654550379614,6.803738505980618,0.746179831537955,0.9726553893420242,71,20,0,15,14,0,0,0,10,0,0,0,12,0,HIGH
52.861252250405144,78.13287068379856,45.05087568051524,31.42817170126054,1.8551925899461512,2.8314317654721366,54.817716960214014,25.918485115541515,0.5900897036974173,0.8683771254619383,41,0,0,15,14,0,0,0,0,0,0,0,12,0,WATCH
45.187724867525716,64.85320791751411,29.758372593260866,50.25287118424982,3.398343722840128,6.1899352908557015,49.43338479222942,-6.9722197548183384,0.9645541352022899,0.7588885786722062,75,20,0,15,14,16,0,0,10,0,0,0,0,0,HIGH
40.00594298349419,24.61732539998001,56.57437676041897,31.471474770993453,34.68680033362084,4.960134218062135,57.388726845271165,21.60394495952707,0.7678953414319454,0.5610128300788964,35,0,0,15,14,0,0,0,0,0,0,0,0,6,WATCH
28.844120930378704,77.05807089392803,59.75692480988169,16.872810925626577,37.19339648759898,7.54768309327039,30.41395573805014,-14.151052799266282,0.5738885853089055,0.3366115751271194,81,0,18,15,14,0,0,0,0,8,4,4,12,6,HIGH
50.65271732483829,19.687330005476774,47.87375080078308,45.00175896018448,24.390771389814404,9.022236859627014,51.839686751778444,-0.039984237338003936,0.8316420178779691,0.6971783024274736,65,20,0,15,14,0,0,0,10,0,0,0,0,6,HIGH
48.83631355892863,15.84446646112404,52.23792794131616,51.37917524789352,23.295889000031877,43.404370501204745,57.69389966650469,-4.431327935699709,0.8118486440187493,0.5445133736063862,57,20,0,15,0,0,0,6,10,0,0,0,0,6,WATCH
56.68862843676569,20.9875801804192,58.86507426259436,38.56824298458451,3.3454154815484056,16.716226057561506,39.786902439007456,39.80269793150722,0.9479880867387092,0.5250080930892002,21,0,0,15,0,0,0,0,0,0,0,0,0,6,LOW
55.71250573822727,51.52453009842908,32.7004796580142,25.250879401941113,-4.7146185489949,7.545347447407473,39.03854400270507,53.195120941644205,0.5445506320212434,0.4748549660235095,48,20,0,0,0,0,0,0,10,0,0,0,12,6,WATCH
73.28604435520293,76.43911162536264,35.66056276785963,-4.483702665969014,24.4074665737809,18.67773607272652,48.57759378156753,2.2173212663362847,0.30168570067187367,0.5411473531219226,66,0,18,0,14,0,0,0,0,8,4,4,12,6,HIGH
70.8115022698412,37.517929810643246,24.86283628439517,22.84041184804609,27.617426164919273,5.374488905653771,49.21132117763267,33.38752190431578,0.5595165157795499,0.9792353339656461,73,20,0,15,0,16,0,0,10,0,0,0,12,0,HIGH
83.15584446622285,32.131303656144894,16.39909920272294,13.4982884047046,0.23609712705216346,24.626336132141674,57.156054741375414,49.62700080300172,0.5140804089653787,0.6000182734889459,77,20,0,15,14,0,0,0,10,0,0,0,12,6,HIGH
27.37524294017182,48.091445535440464,17.8515591022828,51.31636997374598,33.346691742613615,9.638443189687635,49.477903795171585,25.44163059466665,0.8609503987613281,0.6329564747260639,67,20,0,15,0,16,0,0,10,0,0,0,0,6,HIGH
37.46517809327557,54.78903800859822,18.612614714817525,30.075279470105322,0.6352402732228786,30.82213967056021,53.9815106604838,-11.238021657434203,0.5801879865040146,0.8134651114431977,71,20,0,15,14,0,0,0,10,0,0,0,12,0,HIGH
35.6406989987258,49.65665690249992,45.23275418440754,16.287616434362935,31.599113710130055,22.97961832710212,46.944819397917854,-8.730176263617704,0.3162121221728683,0.3355239995774904,51,0,0,15,14,0,0,0,0,0,4,0,12,6,WATCH
83.75480963288403,71.78496689737759,51.341614762282916,6.976725474091648,16.27293259747516,35.8252695246768,48.61342134395208,-10.758304505924992,0.9268788398686967,0.41247767494457355,69,0,18,15,14,0,0,0,0,8,4,4,0,6,HIGH
36.166720071866806,73.07060404194958,36.807762259253224,17.37350955738801,17.682837114902824,44.162879977445016,29.1870659334365,40.555907903365224,0.5340281035708893,0.3819344895933366,47,0,0,15,14,0,0,0,0,0,0,0,12,6,WATCH
52.42566809794101,48.41270144076896,24.26827369776661,19.31616754579615,21.783801273614525,25.94016088741,50.310620791919774,46.91236263499209,0.5863982322385616,0.5960770928235593,62,20,0,0,14,0,0,0,10,0,0,0,12,6,HIGH
57.28498873958495,49.644736486691244,19.874520340705125,13.758121251686443,-1.405410231148787,17.36337430548592,59.06739254009128,26.618476534478376,0.6005670639443823,0.6961558266565961,48,20,0,0,0,0,0,0,10,0,0,0,12,6,WATCH
68.48997610276666,40.44674243032807,35.14694119137992,37.08406776290252,-6.956870839714937,24.303625572975488,44.156473427619545,40.54018089027047,0.9878513266356606,0.8570283507507657,45,20,0,15,0,0,0,0,10,0,0,0,0,0,WATCH
57.74625982228042,21.861722572502497,41.47174372349268,45.057933202761156,36.620703182266624,37.138967077234526,31.613901222689723,37.00606914794651,0.9161084632400902,0.7767118766388825,59,20,0,15,14,0,0,0,10,0,0,0,0,0,WATCH
69.573882660334,45.011360037575514,43.66392999564773,12.662843153381267,-5.55949566071274,37.24717071354302,58.010050758703045,48.545786830155535,0.5337394876465621,0.36547110591554977,77,0,18,15,14,0,0,0,0,8,4,0,12,6,HIGH
43.20899519604143,68.99847630669301,44.51165284349472,53.00165464617623,7.13405092185517,24.81624541312391,52.65133775733798,-1.2806445814550145,0.974862982261766,0.7146783707442703,65,20,0,15,14,0,0,0,10,0,0,0,0,6,HIGH
25.513341615777456,11.760729293960868,54.69972073807178,33.71689166566465,28.153625953193107,35.28072004306086,39.71609216877718,43.88889969138415,0.9562727113687766,0.42051977543873514,35,0,0,15,14,0,0,0,0,0,0,0,0,6,WATCH
74.66886597023134,31.54544053308955,29.467185137423424,19.765291062183174,33.18597599540428,0.9925230289522124,40.18741723835924,34.40381196554164,0.3772908207977654,0.8545775179121915,73,20,0,15,0,16,0,0,10,0,0,0,12,0,HIGH
86.22366886332794,16.3654374753885,21.882666202389515,53.445833496772174,-0.10721796071292111,3.552285406644202,58.326738773856505,51.40981678475751,0.7590078309131918,0.6860016491012872,67,20,0,15,0,16,0,0,10,0,0,0,0,6,HIGH
84.75012525968008,55.886405257799595,44.62784966917815,45.621133852117175,22.662283864621045,22.66545991669549,38.64025242644568,20.250711423299265,0.6657350543610361,0.5525823167827763,63,20,0,15,0,0,0,0,10,0,0,0,12,6,HIGH
54.127696583722496,66.13103530044648,33.74310159041495,-3.4664140018742384,4.150966088692456,10.428383884126418,52.775370414118896,15.9434446777447,0.49621738012459315,0.8674934186891372,71,0,18,15,14,0,0,0,0,8,4,0,12,0,HIGH
26.249092296179782,22.197558991185232,52.212966872810995,28.039103659624153,28.682488728974022,37.717920664293494,57.96872210059889,-14.92603205573296,0.8594643203089303,0.7961363037538843,14,0,0,0,14,0,0,0,0,0,0,0,0,0,LOW
38.456664043976346,75.21915864380861,33.18908461378764,48.25663164728825,20.255685233246272,23.703657594343046,30.58333768635928,53.146209942985024,0.6896633351535724,0.3042646838477722,77,20,0,15,14,0,0,0,10,0,0,0,12,6,HIGH
26.18849516956841,64.43428235126333,22.287135902027533,30.92430613768871,24.054098096699015,12.571451682682358,44.92598329439944,-0.7793003208740217,0.9624207991575653,0.902119109444417,75,20,0,15,14,16,0,0,10,0,0,0,0,0,HIGH
43.72278144733549,47.01701436652378,37.52847857192576,52.601395477004445,9.7014390091927,25.300239957970508,57.5047308210603,-6.975115905875349,0.6853399222948366,0.3739710442532807,62,20,0,0,14,0,0,0,10,0,0,0,12,6,HIGH
65.13743056820255,35.59782423709032,58.54362329308203,19.92455086891158,-3.1906181229146586,37.52999824177819,53.730334199801995,35.58876956342275,0.8241682613189596,0.4853006523825848,65,0,18,15,14,0,0,0,0,8,4,0,0,6,HIGH
66.73347752748079,12.661390984377555,23.860056475051557,50.9367668531852,26.96176485413293,10.380264344516602,28.898408133175085,55.913555589480126,0.37853136624209294,0.47994903363307373,93,20,0,15,14,16,0,0,10,0,0,0,12,6,HIGH
36.871209544964714,10.522467428823758,29.136064834411982,53.450732295925754,7.095165290467822,22.693719576049816,51.10775243726235,24.086408166337286,0.8205140551886145,0.7631451077333606,61,20,0,15,0,16,0,0,10,0,0,0,0,0,HIGH
64.55659649493596,55.47542350482216,50.962396293521294,37.61148368806625,29.588746035259575,6.55189372275891,48.71858064486891,38.961752986042654,0.5099765027477842,0.9122041294902976,12,0,0,0,0,0,0,0,0,0,0,0,12,0,LOW
44.806254214675526,27.06824835635481,54.01935669662301,9.821190286985601,10.775123121590006,16.55652735165685,56.43216378953953,16.41885906303714,0.7860162533073509,0.8558272332506802,63,0,18,15,14,0,0,0,0,8,4,4,0,0,HIGH
65.81373274856645,76.05861488274402,51.112838816520366,19.01239766049179,37.54059216288416,23.605867497210035,25.790206303071358,0.8010623722317405,0.7352107109260866,0.4097704316271057,77,0,18,15,14,0,0,0,0,8,4,0,12,6,HIGH
62.96442291805823,35.31186156152708,39.047346602622326,-4.887509127604828,32.42106773343492,16.286646949898778,29.90554519972836,15.033268560406398,0.6403241054421838,0.7461818973473322,81,0,18,15,14,0,0,0,0,8,4,4,12,6,HIGH
59.09655862289818,13.046650744694386,54.218054493499416,22.390535907217675,-6.1506113733495535,34.77727064381333,48.10540465740739,31.95502182153774,0.5988398012148928,0.5873479438346918,77,0,18,15,14,0,0,0,0,8,4,0,12,6,HIGH
59.86201136517728,13.541608902937229,28.45309938980644,54.27365041374241,23.109624456403793,18.852037443779494,32.782708602915854,39.616748952018675,0.482203216794334,0.41365907269240676,79,20,0,15,0,16,0,0,10,0,0,0,12,6,HIGH
35.043468515228675,61.04842954153127,43.926461442992284,-0.8116340377261633,-4.2478592318898745,28.52310903091097,44.98906356552557,34.87992482974508,0.42462723585428336,0.8086115343520168,61,0,18,15,0,0,0,0,0,8,4,4,12,0,HIGH
85.84627037648573,52.07352201748088,23.825850883925273,35.77263131704639,7.154084177303218,2.217948587357464,35.58185433733745,52.44680815601056,0.5877975241231825,0.9052657366217647,73,20,0,15,0,16,0,0,10,0,0,0,12,0,HIGH
58.06285732898146,46.188459227172004,15.234734447920244,33.22624439733833,-4.609307748478988,21.543678660692443,34.11108994803347,11.390637266345188,0.6759541489667605,0.31012488022138096,93,20,0,15,14,16,0,0,10,0,0,0,12,6,HIGH
43.497932912655486,79.27283540043054,17.58296066192518,14.1636092894421,6.071073748232411,17.072366441974317,48.96733214548209,-0.18049610536283467,0.622188540895237,0.7514044967967144,71,20,0,15,14,0,0,0,10,0,0,0,12,0,HIGH
45.95093379135826,76.41408063522782,59.08526857242066,2.1804140612506684,7.190994220040505,9.35874314129139,31.53763584449903,19.27838706706236,0.6946789756944152,0.5979564284183194,81,0,18,15,14,0,0,0,0,8,4,4,12,6,HIGH
42.71606675132844,29.503510197754775,59.64576703533289,50.42064243941503,-6.205057950532141,29.544779339825652,40.99071626196955,35.10512777593296,0.7178724938783874,0.9224766800576922,57,20,0,15,0,0,0,0,10,0,0,0,12,0,WATCH
29.354240428773625,34.47185384403939,59.347235659901315,5.937120939437007,-3.633328024667639,32.8037402700259,52.210230600611226,33.78188381397281,0.8433370801319477,0.7856051004652205,48,0,18,0,14,0,0,0,0,8,4,4,0,0,WATCH
33.82509434879649,52.57553282349549,49.95945071517896,46.93099637946807,2.3117621341853827,5.734384242234235,52.33816552539029,0.5238676028532296,0.3223506348246211,0.8776494945545128,87,20,0,15,14,16,0,0,10,0,0,0,12,0,HIGH
57.8894236977059,32.86431926998954,15.514309735419712,-2.880353317523139,29.63116352801473,22.0367648234189,30.240271725376104,8.68045017992145,0.415713603276266,0.3790170872262706,47,0,0,15,14,0,0,0,0,0,0,0,12,6,WATCH
42.96000834381934,48.46559832236782,24.450297351550212,15.620264877086026,13.896544197822983,18.901338263241836,29.501972969245138,-16.890749157128944,0.32482110886425725,0.5451253126195071,62,20,0,0,14,0,0,0,10,0,0,0,12,6,HIGH
71.72213510492598,19.187870911048947,50.41410523639915,37.94045855883021,-9.802825455719441,1.20365428418303,31.826162543831806,-15.510327115953197,0.6719401736892141,0.32773908302089105,47,0,0,15,14,0,0,0,0,0,0,0,12,6,WATCH
77.17197946970086,44.50734482620673,47.75794650026149,40.04215305615047,15.338196983511637,41.64132943140598,59.65842708493578,8.737174881163668,0.3881048981744635,0.5542667250535068,69,20,0,15,0,0,0,6,10,0,0,0,12,6,HIGH
39.51800330592756,47.170396694322505,32.02744205635807,23.826964857207454,28.159378803800074,12.330943854383346,43.81161536239039,6.812899946295072,0.849472604884463,0.7476756426853874,50,20,0,0,14,0,0,0,10,0,0,0,0,6,WATCH
25.5528074831897,56.203593877365286,22.657290362996203,38.46842741218236,18.366933342272905,18.06672049754286,49.29232502225405,48.527462869502415,0.8451205997034512,0.6817654936003352,81,20,0,15,14,16,0,0,10,0,0,0,0,6,HIGH
71.97513081686944,38.974018807492754,50.50617547034079,44.74311349736909,-3.135308156180063,10.711411181727582,34.44960580722054,-6.713462481432675,0.5747745048281945,0.43512324801472857,77,20,0,15,14,0,0,0,10,0,0,0,12,6,HIGH
63.71005521022962,17.113081002833113,27.146361886204037,34.931238756781404,9.927256156667461,18.965823383403347,52.927383853543624,58.76092426327892,0.695547448277949,0.3553470200245254,77,20,0,15,14,0,0,0,10,0,0,0,12,6,HIGH
31.688693324536334,77.79505054205913,45.56557107368122,40.14814710002916,23.78818788427707,8.082792076281898,40.69267562886667,43.84643500954925,0.9064540740594513,0.46613486032246043,51,20,0,15,0,0,0,0,10,0,0,0,0,6,WATCH
63.73751640419834,20.997133191691738,58.12245929047882,10.132257339549255,26.331756430194837,10.400082490208446,46.56188800074896,32.74114456181252,0.5298996724183269,0.8731837057982357,61,0,18,15,0,0,0,0,0,8,4,4,12,0,HIGH
82.54910838608428,69.85489511777965,29.88591987591228,39.66041554075924,17.97453774346121,26.668274602140524,41.709877984046166,28.02089183750973,0.39495791062502494,0.5861930631822188,63,20,0,15,0,0,0,0,10,0,0,0,12,6,HIGH
36.54866452921649,29.607387167999804,20.75165411649602,7.749736313321202,29.096462789385797,24.74264079799516,25.827509147928225,43.081958704169246,0.9366278771506433,0.9163004930478462,14,0,0,0,14,0,0,0,0,0,0,0,0,0,LOW
78.49609738676591,79.45515099606558,41.38808799920699,52.75525771089429,37.44221162507137,14.09574287265477,55.22018146195548,43.39781324470217,0.8430591441807598,0.9273965399043453,46,20,0,0,0,16,0,0,10,0,0,0,0,0,WATCH
49.97235064482,38.00384761211673,43.80235391416364,39.26827226886053,33.98685513288073,39.413039429667684,50.2468868535191,56.55142222572182,0.4250400332623696,0.9652378930260603,77,20,0,15,14,0,0,6,10,0,0,0,12,0,HIGH
29.1724463321854,48.893531683434276,19.0588630653655,29.080058511888183,9.505485622785972,3.672424417607409,47.6840881758466,38.495839969827344,0.4219297895339869,0.7861057035161383,73,20,0,15,0,16,0,0,10,0,0,0,12,0,HIGH
36.63809069460264,19.617751452069356,21.63134699361356,30.944708137260093,28.93954040633016,26.86021656632161,53.327300855638576,27.318187285629534,0.8581248731439406,0.9835657507933104,45,20,0,15,0,0,0,0,10,0,0,0,0,0,WATCH
50.412387517934604,20.495952384882628,21.092856526723097,30.848655799395885,17.3551532927671,8.290592034391384,55.87367369336857,56.53986947633507,0.4772509501723112,0.4448180516307469,79,20,0,15,0,16,0,0,10,0,0,0,12,6,HIGH
38.90492039999057,37.11950707839516,53.39522288845259,30.757636596467073,-6.622328413366504,21.284058832743025,28.16160890598324,12.497129120675211,0.5824640996123218,0.7538468659967519,26,0,0,0,14,0,0,0,0,0,0,0,12,0,LOW
60.714507852601564,71.23283476373602,15.732383219946255,41.439929325678946,-8.867082952207912,13.693042281436469,55.78820983628472,35.23313373416974,0.4203976748563003,0.64354918087836,79,20,0,15,0,16,0,0,10,0,0,0,12,6,HIGH
71.92377176356908,75.61403249376706,43.54445396481917,-3.519475314024363,14.985092984814177,6.8832737626872476,26.672284266622245,27.880850774526742,0.8438453317572971,0.325242388847483,54,0,18,0,14,0,0,0,0,8,4,4,0,6,WATCH
75.93330261275877,59.44715158680561,48.83940996757626,9.683702362942029,9.679772774671456,5.388787224324854,33.361183258206324,4.223173718194406,0.5236056476757502,0.42252792166776826,77,0,18,15,14,0,0,0,0,8,4,0,12,6,HIGH
37.26626687462432,73.1029279854512,50.27521266670226,15.668662209486243,37.382176974048036,10.751522075654576,39.238715870751776,45.082024914765654,0.6100204591425387,0.4642377260357021,63,0,18,15,0,0,0,0,0,8,4,0,12,6,HIGH
48.95480539539675,45.05047506622771,42.92899726471518,19.336389974891397,11.565216555998713,11.877462576064135,43.737155444609414,-2.4435012984362885,0.9072683526756531,0.823156949186411,14,0,0,0,14,0,0,0,0,0,0,0,0,0,LOW
51.668134246921966,62.30594929229934,15.314817381421786,15.669353358543795,12.015057407339427,21.140932839556378,51.20560171986186,57.0245942049371,0.5659979913099621,0.5454198946695122,77,20,0,15,14,0,0,0,10,0,0,0,12,6,HIGH
64.68348972772574,29.687752993410523,21.360765021683516,52.69245222953192,30.476497840451103,43.132479886085754,32.62415075393708,-18.57526280242635,0.6060831030166745,0.9535262740941068,71,20,0,15,14,0,0,0,10,0,0,0,12,0,HIGH
33.99114702666433,18.202986598421887,18.102875291062894,40.90107993591849,29.296326691676946,31.291922504855883,26.865214579281762,37.863066865216304,0.614040165923181,0.41052609535562345,77,20,0,15,14,0,0,0,10,0,0,0,12,6,HIGH
44.183190681499134,45.080278795307265,29.834316252135647,53.18495360449554,13.737087085359963,16.746772961346462,48.56079001388129,32.04360454847318,0.3017074962836872,0.73293158881052,64,20,0,0,0,16,0,0,10,0,0,0,12,6,HIGH
40.84498335998719,36.26635491115451,46.785700083067994,28.44317326064175,8.432757207754847,7.533465832670582,42.691876553671364,5.54928188057626,0.9390494658856525,0.6740426482023354,20,0,0,0,14,0,0,0,0,0,0,0,0,6,LOW
81.28765962107681,37.3126719938458,52.23467237045822,-1.6077858696752823,4.905951278400748,3.517916987011472,26.10775632502059,53.508979625849506,0.8018081210797758,0.7375770451279293,55,0,18,15,0,0,0,0,0,8,4,4,0,6,WATCH
59.612032611769145,49.86878253517894,43.74106716239041,44.59478768440619,19.84442778977641,33.68613433998971,34.83423181404072,58.14093902531778,0.32232804590592024,0.5706036166941209,62,20,0,0,14,0,0,0,10,0,0,0,12,6,HIGH
82.33322084774076,22.636607388033312,21.36021418201461,16.92584601399481,11.409735025841375,42.00273272977775,54.26418371480874,17.12717101524113,0.981082570617122,0.749594882911345,57,20,0,15,0,0,0,6,10,0,0,0,0,6,WATCH
81.78781757882294,27.22398863407778,37.00338334349922,-3.2169671986140025,-9.555990336677558,31.7453949422759,29.140276786296024,23.824658968865407,0.787205237547014,0.32256421036074745,55,0,18,15,0,0,0,0,0,8,4,4,0,6,WATCH
54.16819094446933,57.89063558900878,55.037894453468255,12.953806036099387,38.71082648421651,38.004367484686384,47.7722275228649,11.354040579690494,0.7977772633396489,0.8713352883492473,34,0,18,0,0,0,0,0,0,8,4,4,0,0,WATCH
44.71449186762622,79.49810454349205,55.88787163895876,24.13008642057536,26.14149578876976,23.580400257845184,51.63256932689592,46.158576310238516,0.31625578860992976,0.35539242079045447,77,0,18,15,14,0,0,0,0,8,4,0,12,6,HIGH
46.870382031987255,74.23295428426447,32.92231124145253,48.25073291211545,13.121695631587645,12.998381414020802,56.52258140718733,24.853661513494202,0.552339006521029,0.33108490253947176,79,20,0,15,0,16,0,0,10,0,0,0,12,6,HIGH
32.21065360913455,19.751722934907136,31.417633068477283,31.43997734466064,5.379505721096493,2.9487435194160088,34.26830580610668,12.694532071968816,0.9945889500706304,0.575090833325657,81,20,0,15,14,16,0,0,10,0,0,0,0,6,HIGH
30.797702218583858,50.67803701317534,56.38380326818304,42.201741931705,31.81091545936183,41.770430824604865,47.279022618493826,59.59381845227989,0.32329709891575553,0.8843877733004935,41,0,0,15,14,0,0,0,0,0,0,0,12,0,WATCH
80.70569351894702,74.16902735333755,36.517625593613204,42.265355417236,-0.24598004394101025,27.140860133019647,37.55258033272115,27.693892052958034,0.7728923550108102,0.5429480667223252,36,20,0,0,0,0,0,0,10,0,0,0,0,6,WATCH
39.05548945468668,32.51815362015343,44.878076029834915,35.61245402036863,27.06584680120494,5.694147385771769,53.64810865890615,35.05182412327643,0.3213535536834474,0.5349184946045356,48,20,0,0,0,0,0,0,10,0,0,0,12,6,WATCH
55.33623163392102,35.24322432707703,20.28375996937859,7.440777070300422,-8.771930254493373,4.1884722608653275,34.32050412035907,45.59762125085845,0.6686462569560401,0.5971485234837741,33,0,0,15,0,0,0,0,0,0,0,0,12,6,WATCH
68.04059135730569,47.90573922275036,20.91812670400318,8.357401829451375,1.1261180495303815,26.997863067555397,41.15685281662712,11.006805004868294,0.6896474210172516,0.97908105004779,27,0,0,15,0,0,0,0,0,0,0,0,12,0,LOW
45.42257464363199,46.41368035434621,36.6166507039852,37.99858190475069,26.514513399145805,32.808182463586824,32.05318529785607,15.927450908895018,0.8678222837203962,0.5670711193784506,36,20,0,0,0,0,0,0,10,0,0,0,0,6,WATCH
88.97658262384537,35.53507192545394,37.39500723038857,23.471535688152812,11.683190123462126,38.05341157438297,30.434633314180473,25.413176513118643,0.7330211041487965,0.8958549156485596,27,0,0,15,0,0,0,0,0,0,0,0,12,0,LOW
64.59801039519705,77.20142434514464,54.247547051741805,15.924396901163888,32.99532226454173,43.131501634205506,34.00190133236052,28.816704533152674,0.4972627386394949,0.7546970953575523,71,0,18,15,14,0,0,0,0,8,4,0,12,0,HIGH
31.086782295556425,61.39316153083403,33.89189228679042,30.23843072058621,-8.706879873825093,31.294865484464772,42.359697394733516,30.02008061502736,0.5209675806633218,0.40207412139499005,63,20,0,15,0,0,0,0,10,0,0,0,12,6,HIGH
53.30288122974923,76.07853849004543,25.25073119942124,35.5503407221151,-7.50782279827293,32.314490337011776,33.345301538052254,16.1213648183466,0.5574271704163418,0.37898824032214884,63,20,0,15,0,0,0,0,10,0,0,0,12,6,HIGH
47.46282691326542,34.508747080522994,38.494753756338824,53.34109197639924,13.500876125531516,41.14917700346852,41.15451804968944,-11.396535930004843,0.4611070266931581,0.5852623732403202,77,20,0,15,14,0,0,0,10,0,0,0,12,6,HIGH
46.14897024306201,70.60805012727442,45.539052098844806,29.698507115120407,14.561477561834526,17.877177823008008,46.4267353941204,-10.03142676444952,0.41377323175183395,0.51218144737769,47,0,0,15,14,0,0,0,0,0,0,0,12,6,WATCH
36.12700006996984,57.39691033173717,16.114574463281038,4.610649500005007,35.13040547494017,44.88944166999391,42.065666723983256,19.629605841740663,0.8413791335662066,0.32533270433440253,21,0,0,15,0,0,0,0,0,0,0,0,0,6,LOW
52.75639632356358,16.98795172704719,33.04168721954187,54.029310467732486,27.68166404016806,44.32706440583481,51.11170189847106,28.648805744527067,0.8279545830490704,0.7613641710796892,59,20,0,15,14,0,0,0,10,0,0,0,0,0,WATCH
55.16429194362404,30.478243380364702,38.40801267004597,10.50960843408583,14.333817322107265,6.576093266448869,44.78882846395143,-0.3773047350316183,0.5055256727590988,0.6493196992476719,47,0,0,15,14,0,0,0,0,0,0,0,12,6,WATCH
35.56420644640275,77.36659185451434,35.11249419267943,16.136753777605065,-8.540169745370953,37.94644634005048,46.90418703572345,13.31241238730378,0.471872959536933,0.8215961930727695,27,0,0,15,0,0,0,0,0,0,0,0,12,0,LOW
86.45584742320837,36.65667939564142,21.06942307706541,1.5516848363642417,-9.681901383305703,33.47799483472749,59.348838506558465,59.42542022028546,0.8489380780400477,0.4135286448072305,35,0,0,15,14,0,0,0,0,0,0,0,0,6,WATCH
88.5511146343529,32.94694101013657,30.012882427164463,36.240217173546334,-7.547540646277431,37.159637845840166,59.90540467707104,42.00558224719339,0.8471735438451331,0.5732195693965856,65,20,0,15,14,0,0,0,10,0,0,0,0,6,HIGH
29.2848902860177,65.48672039640962,41.872113910716024,49.560321347325065,-4.201854991658374,13.730537839234874,37.622965380318526,34.66237668357532,0.8514216141722084,0.972714286009094,61,20,0,15,0,16,0,0,10,0,0,0,0,0,HIGH
44.201465291070036,44.55454859949731,16.303241853658427,10.179272686533274,8.700175405982016,26.72127929364517,41.47959227597109,9.158004782159786,0.736854576570539,0.8800309739819001,42,20,0,0,0,0,0,0,10,0,0,0,12,0,WATCH
40.7092736440113,34.00131154822886,46.72156423591589,41.67643592551182,31.269843586732364,9.41990485036629,43.874343643554546,52.00088788202275,0.5743653185640442,0.600918163155089,48,20,0,0,0,0,0,0,10,0,0,0,12,6,WATCH
89.01349135354458,17.91368522227538,46.75208952577362,46.01104762245351,-2.4603241682991293,32.15039562032568,41.440837770365476,48.23127077397146,0.9352166217851343,0.9107394322082014,59,20,0,15,14,0,0,0,10,0,0,0,0,0,WATCH
29.18503394263583,62.979869377048196,56.468740874362325,32.28090644025586,20.04380302392451,2.025242432914995,54.96115577720785,-16.287715133667078,0.5194567244692717,0.9481041457010508,41,0,0,15,14,0,0,0,0,0,0,0,12,0,WATCH
86.7334342774183,79.43303783331459,36.43810285257988,5.64577278286065,14.397224341454194,4.604081628737216,55.53876381394895,24.842978661320387,0.5831541294167286,0.3556714917365631,62,0,18,0,14,0,0,0,0,8,4,0,12,6,HIGH
51.34064399308098,70.63341258730762,46.65326696147457,-0.05266894934200472,-2.0046400136912084,17.653882081837708,28.548127894007152,54.72329535946167,0.7566044312416131,0.3663761009127615,69,0,18,15,14,0,0,0,0,8,4,4,0,6,HIGH
76.22373505472994,35.788415000036,26.019179004894937,29.199096516381466,-9.331393343972934,20.942894704691476,54.53317475833093,54.24460767884547,0.5397882930915078,0.749705611715531,77,20,0,15,14,0,0,0,10,0,0,0,12,6,HIGH
39.74352349397418,49.214914968929634,26.431247676893506,29.281390517647175,-1.4138941353384524,42.35546505423345,56.04211167425521,6.953459955907189,0.8436640222474598,0.3668528915125362,42,20,0,0,0,0,0,6,10,0,0,0,0,6,WATCH
73.12345906585256,29.77213907288929,21.103879590413804,35.69147307421682,13.490340890969463,23.856282077869977,43.21854244482723,-15.244161431518437,0.3359661743648739,0.7208172527636678,77,20,0,15,14,0,0,0,10,0,0,0,12,6,HIGH
